OBJECTID,STATE_CODE,STRUCTURE_,RECORD_TYP,ROUTE_PREF,SERVICE_LE,ROUTE_NUMB,DIRECTION_,HIGHWAY_DI,COUNTY_COD,PLACE_CODE,FEATURES_D,CRITICAL_F,FACILITY_C,LOCATION_0,MIN_VERT_C,KILOPOINT_,BASE_HWY_N,LRS_INV_RO,SUBROUTE_N,LAT_016,LONG_017,DETOUR_KIL,TOLL_020,MAINTENANC,OWNER_022,FUNCTIONAL,YEAR_BUILT,TRAFFIC_LA,TRAFFIC__1,ADT_029,YEAR_ADT_0,DESIGN_LOA,APPR_WIDTH,MEDIAN_COD,DEGREES_SK,STRUCTURE1,RAILINGS_0,TRANSITION,APPR_RAIL_,APPR_RAIL1,HISTORY_03,NAVIGATION,NAV_VERT_C,NAV_HORR_C,OPEN_CLOSE,SERVICE_ON,SERVICE_UN,STRUCTUR_1,STRUCTUR_2,APPR_KIND_,APPR_TYPE_,MAIN_UNIT_,APPR_SPANS,HORR_CLR_M,MAX_SPAN_L,STRUCTUR_3,LEFT_CURB_,RIGHT_CURB,ROADWAY_WI,DECK_WIDTH,VERT_CLR_O,VERT_CLR_U,VERT_CLR_1,LAT_UND_RE,LAT_UND_MT,LEFT_LAT_U,SUPERSTRUC,SUBSTRUCTU,CHANNEL_CO,CULVERT_CO,OPR_RATING,OPERATING_,INV_RATING,INVENTORY_,STRUCTURAL,DECK_GEOME,UNDCLRENCE,POSTING_EV,WATERWAY_E,APPR_ROAD_,WORK_PROPO,WORK_DONE_,IMP_LEN_MT,DATE_OF_IN,INSPECT_FR,FRACTURE_0,UNDWATER_L,SPEC_INSPE,FRACTURE_L,UNDWATER_1,SPEC_LAST_,BRIDGE_IMP,ROADWAY_IM,TOTAL_IMP_,YEAR_OF_IM,OTHER_STAT,OTHER_ST_1,OTHR_STATE,STRAHNET_H,PARALLEL_S,TRAFFIC_DI,TEMP_STRUC,HIGHWAY_SY,FEDERAL_LA,YEAR_RECON,DECK_STRUC,SURFACE_TY,MEMBRANE_T,DECK_PROTE,PERCENT_AD,NATIONAL_N,PIER_PROTE,BRIDGE_LEN,SCOUR_CRIT,FUTURE_ADT,YEAR_OF_FU,MIN_NAV_CL,FED_AGENCY,SUBMITTED_,BRIDGE_CON_SHORT,DECK_COND_CODE,LOWEST_RAT,DECK_AREA,STATUS,DATE,LATDD,LONGDD,BRIDGE_CON,DECK_CON
249,12,720248,1,1,1,295,0,2,31,35000,SR-21,0,I-295 SB (SR-9A),I-295 SB OVER SR-21,99.99,18.762,1,72001000,0,30114700,81442100,0,3,1,1,11,1969,3,9,34250,2021,6,17.8,0,24,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,17,25.3,77.7,0,0,17,17.9,99.99,H,4.61,H,1.7,1.4,6,7,N,N,3,52.1,3,29.9,6,6,3,5,N,8, , ,0,322,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,10,1, ,Y,N,59424,2043,0,N,12,F,7,6,1390.83,AM,1202,30.196561,-81.739544,Fair,Good
250,12,720249,1,1,1,295,0,2,31,35000,ST. JOHNS RIVER,0,I-295 SB (BUCKMAN),I-295 OVER ST.JOHNS RIVER,5.49,9.148,1,72001000,0,30112275,81394855,2,3,1,1,11,1970,4,0,63250,2021,5,20.7,0,0,0,1,1,1,1,5,1,0.3,0.3,A,1,5,3,2,5,2,3,212,20.7,76.2,4968.3,0,0,20.7,21.7,5.49,N,0,N,0,0,6,7,7,N,3,38.6,3,29.8,6,6,N,5,8,8,38,1,4968.2,421,24,N,Y24,Y02, ,421,223,665,0,839,0, ,0, ,1,R,1, ,1,0,1995,1,0,0,0,13,1,2,Y,5,109739,2043,0,N,12,F,6,6,107812.11,AM,1202,30.191158,-81.691581,Fair,Fair
251,12,720251,1,5,1,0,0,2,31,35000,I-295 (SR-9A),0,MORSE AVE.,5 MI. S. OF SR-228,99.99,1.413,0,72000017,0,30133400,81454600,5,3,1,1,17,1970,2,6,9100,2021,5,10.6,0,0,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,4,0,12.7,30.8,84.4,0,0,12.7,14.1,99.99,H,4.92,H,9.3,9.3,7,7,N,N,1,58.4,1,34.9,7,5,5,5,N,8, , ,0,521,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,13,0, ,Y,N,15788,2043,0,N,12,G,7,7,1190.04,AM,1202,30.226031,-81.762628,Good,Good
252,12,720252,1,1,1,295,0,2,31,35000,WHEAT RD.,0,I-295 SB (SR-9A),0.5 MI. S. OF 103rd ST.,99.99,24.705,1,72001000,0,30142542,81454675,2,3,1,1,11,1970,3,2,25500,2021,6,17.2,0,2,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17,16.8,38.4,0,0,17,18.1,99.99,H,4.21,H,4.2,0,7,7,N,N,4,54.4,4,32.7,7,6,3,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,1, ,Y,N,44242,2043,0,N,12,G,7,7,695.04,AM,1202,30.240408,-81.763031,Good,Good
253,12,720253,1,1,1,295,0,2,31,35000,103rd ST.,0,I-295 SB (SR-9A),I-295 SB / 103rd ST.,99.99,25.582,1,72001000,0,30145398,81454679,1,3,1,1,11,1970,3,7,59000,2021,6,17.9,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,30.2,55.8,0,0,17.1,18,99.99,H,5.28,H,0.4,0,7,7,N,N,3,45.9,3,24.1,5,6,3,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,0, ,Y,N,102365,2043,0,N,12,G,7,7,1004.4,AM,1202,30.248392,-81.763025,Good,Good
254,12,720254,1,1,7,10,0,2,31,35000,I-295 SB (SR-9A),0,I-10EB TO I-295 NB,I-10EB TO I-295NB/I-295SB,99.99,0.444,0,72270437,0,30184789,81461365,5,3,1,1,11,1971,1,5,11500,2021,6,7.5,0,99,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,8.1,34.1,68,0,0,8.1,9.1,99.99,H,4.91,H,5.9,3.7,6,7,N,N,3,36.6,3,28.1,6,9,5,5,N,7, , ,0,1222,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,1994,1,0,0,0,15,1, ,Y,N,19952,2043,0,N,12,F,6,6,618.8,MM,603,30.313286,-81.770514,Fair,Fair
255,12,720255,1,1,7,295,0,2,31,35000,I-10 (SR-8),0,I-10EB TO I-295 NB,I-10 EB TO I-295 NB/ I-10,99.99,0.703,0,72270437,0,30185433,81460943,3,3,1,1,11,1971,1,8,11500,2021,6,7.9,0,2,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,8.2,26.8,82.3,0,0,8.2,9.2,99.99,H,6.34,H,7.2,3.8,7,7,N,N,1,69.8,1,41.7,7,9,6,5,N,6, , ,0,1022,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,1994,1,0,0,0,15,1, ,Y,N,19952,2043,0,N,12,G,7,7,757.16,AM,1202,30.315097,-81.769092,Good,Good
256,12,720256,1,1,1,295,0,2,31,35000,I-10 (SR-8),0,I-295 SB (SR-9A),I-295 SB OVER I-10,5.87,33.12,1,72001000,0,30185434,81461410,1,3,1,1,11,1971,4,8,39500,2021,6,19.5,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,19.5,26.8,77.4,0,0,19.5,20.4,5.87,H,4.95,H,7.2,3.7,6,7,N,N,4,54.4,4,32.7,6,5,5,5,N,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,1, ,Y,N,68532,2043,0,N,12,F,7,6,1578.96,AM,1202,30.315078,-81.770553,Fair,Good
257,12,720257,1,1,7,10,0,2,31,35000,I-10 (SR-8),0,I-10WB TO I-295 SB,I-10 WB TO I-295 SB/ I-10,99.99,0.837,0,72270436,0,30185427,81461328,3,3,1,1,11,1971,2,8,19000,2021,6,13.4,0,99,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,13.2,26.8,79.9,0,0,13.2,14.5,99.99,H,4.97,H,7.2,3.8,7,8,N,N,1,59.8,1,40.8,7,9,5,5,N,8, , ,0,1222,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,1994,1,0,0,0,15,1, ,Y,N,32965,2043,0,N,12,G,7,7,1158.55,AM,1202,30.315347,-81.770558,Good,Good
258,12,720258,1,1,7,10,0,2,31,35000,I-295 NB,0,I-10WB TO I-295 SB,I-10WB TO I-295SB/I-295NB,99.99,0.645,0,72270436,0,30190000,81461000,0,3,1,1,11,1971,2,4,19000,2021,6,13.9,0,99,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,13.4,33.5,67.1,0,0,13.4,14.4,99.99,H,4.97,H,7.9,3.9,8,7,N,N,1,56.2,1,33.5,7,9,5,5,N,7, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,1, ,1,0,1994,1,0,0,0,15,1, ,Y,N,32965,2043,0,N,12,G,7,7,966.24,MM,303,30.316758,-81.769372,Good,Good
259,12,720259,1,1,1,295,0,2,31,35000,SR-228 (NORMANDY BLVD.),0,I-295 SB (SR-9A),I-295 SB / SR-228,99.99,31.093,1,72001000,0,30175136,81461520,0,3,1,1,11,1971,4,4,64500,2021,5,20.7,0,99,0,1,1,1,1,5,0,0,0,A,1,6,3,2,5,2,1,5,19.5,36.3,125,0,0,19.5,20.4,99.99,H,4.62,H,4.3,30.4,7,7,7,N,1,51.6,1,30.9,7,5,6,5,8,8, , ,0,821,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,1, ,Y,5,111908,2043,0,N,12,G,7,7,2550,MM,303,30.297661,-81.770858,Good,Good
260,12,720260,1,1,1,295,0,2,31,35000,MEMORIAL PARK RD.,0,I-295 SB (SR-9A),I-295 / MEMORIAL PARK RD.,99.99,32.045,1,72001000,0,30182061,81461346,1,3,1,1,11,1971,5,2,65250,2021,6,24.6,0,39,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,24.6,22.6,52.4,0,0,24.6,25.3,99.99,H,4.27,H,4.2,0,7,7,N,N,3,52.7,3,39,7,7,4,5,N,8, , ,0,721,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1995,1,0,0,0,13,1, ,Y,N,113209,2043,0,N,12,G,7,7,1325.72,AM,1202,30.305739,-81.770425,Good,Good
261,12,720261,1,1,1,295,0,2,31,35000,MELVIN RD.,0,I-295 SB (SR-9A),I-295 (SR-9A)/ MELVIN RD.,99.99,26.392,1,72001000,0,30152026,81454718,1,3,1,1,11,1972,3,2,59000,2021,5,18,0,3,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,16.8,38.4,0,0,17.1,18.3,99.99,H,4.33,H,3.9,0,7,7,N,N,3,38.6,3,25.6,6,6,4,5,N,8, , ,0,522,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,1, ,Y,N,102365,2043,0,N,12,G,7,7,702.72,AM,1202,30.255631,-81.763144,Good,Good
262,12,720262,1,5,1,0,0,2,31,35000,I-295 (SR-9A),0,FIRESTONE RD.,FIRESTONE RD. OVER I-295,99.99,3.533,0,72000018,0,30152947,81454763,5,3,1,1,17,1972,2,6,6000,2021,5,7.3,0,99,0,0,0,1,0,5,N,0,0,A,1,1,4,2,0,0,4,0,10.9,39.9,124.7,1.9,0,10.9,14.1,99.99,H,4.94,H,9.2,5.5,7,7,N,N,1,60.7,1,36.2,7,4,5,5,N,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,13,0, ,Y,N,10410,2043,0,N,12,G,7,7,1758.27,AM,1202,30.258206,-81.763172,Good,Good
263,12,720263,1,1,1,295,0,2,31,35000,WILSON BLVD.,0,I-295 SB (SR-9A),I-295 SB / WILSON BLVD.,99.99,27.998,1,72001000,0,30161151,81460255,0,3,1,1,11,1972,3,7,59000,2021,5,16.8,0,17,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,17.1,30.2,51.5,0,0,17.1,18.6,99.99,H,4.75,H,0.8,0,7,7,N,N,1,54.9,1,33,7,6,3,5,N,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,L,1, ,1,0,1994,1,0,0,0,13,1, ,Y,N,102365,2043,0,N,12,G,7,7,957.9,AM,1202,30.269853,-81.767422,Good,Good
264,12,720264,1,3,2,0109A,0,2,31,35000,ARLINGTON RIVER,0,SR-109A (CESERY),CESERY BLVD/ARLINGTON RIV,99.99,9.648,0,72014000,0,30192200,81355100,13,3,1,1,16,1966,3,0,16600,2021,5,18.6,1,0,0,1,1,1,1,5,1,5.2,14.2,A,1,5,5,2,0,0,23,0,9.1,14.6,295,0,0,18.3,21.1,99.99,N,0,N,0,0,5,6,7,N,1,40.8,1,24.5,5,9,N,5,8,8, , ,0,1021,24,N,Y23,N, ,1021, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,3,0,1,Y,5,28801,2043,0,N,12,F,6,5,6224.5,AM,1202,30.321242,-81.598667,Fair,Fair
265,12,720266,1,1,1,295,0,2,31,35000,WILLS BRANCH,0,I-295 (SR-9A),0.1 MI. S. OF HERLONG RD.,99.99,29.541,1,72001000,0,30165801,81461745,6,3,1,1,11,1973,6,0,129000,2021,6,35,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,18,3,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,7,5,1,99.9,1,99.9,5,N,N,5,8,8, , ,0,422,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,0,N,N,N,N,13,1, ,Y,8,223815,2043,0,N,12,F,N,5,220.5,AM,1202,30.296244,-81.771,Fair,N/A
266,12,720267,1,5,1,0C21D,0,2,31,35000,MONCRIEF CREEK,0,MONCRIEF ROAD,0.26 MI W OF 36TH STREET,99.99,1.593,0,72560000,0,30221200,81410100,5,3,4,4,17,1967,4,0,17800,2021,0,13.3,0,8,0,0,N,0,0,5,0,0,0,A,5,5,1,19,0,0,2,0,20.8,3.7,7.5,0,0,0,0,99.99,N,0,N,0,0,N,N,6,7,1,65,1,39,7,N,N,5,7,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,2,0, ,Y,8,30883,2042,0,N,12,G,N,7,99.75,AM,1202,30.370075,-81.683986,Good,N/A
267,12,720268,1,1,1,295,0,2,31,35000,OLD FIELD CREEK,0,I-295 (SR-9A),0.2 MI. N. OF OLD ST.AUG.,99.99,5.343,1,72001000,0,30101200,81362400,5,3,1,1,11,1970,11,0,116500,2021,6,62.2,1,34,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,99.9,2.7,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,73.8,1,44.1,6,N,N,5,8,8, , ,0,1022,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,2019,N,N,N,N,13,1, ,Y,8,202128,2043,0,N,12,F,N,6,472.72,MM,403,30.169767,-81.606447,Fair,N/A
268,12,720271,1,3,1,13,0,2,31,35000,GOODBYS LAKE,0,SR-13 NB,SR-13 / GOODBYS LAKE,99.99,9.473,0,72160000,0,30125867,81370251,1,3,1,1,16,1967,3,0,25750,2021,5,12.4,0,0,0,1,N,N,N,5,1,3.6,10.4,A,5,5,5,1,0,0,10,0,12.4,11,108.2,0,1.5,12.4,15.4,99.99,N,0,N,0,0,5,5,7,N,1,43.3,1,25.9,5,4,N,5,8,8, , ,0,1021,24,N,Y23,N, ,1021, ,0,0,0,0, ,0, ,0,R,1, ,0,0,1989,2,6,0,0,2,0,1,Y,3,44676,2043,0,N,12,F,5,5,1666.28,AM,503,30.215586,-81.617514,Fair,Fair
269,12,720272,1,3,1,115,0,2,31,35000,RIBAULT RIVER,0,SR-115 NB,SR-115 OVER RIBAULT RIVER,99.99,4.902,0,72150000,0,30234458,81405790,2,3,1,1,16,1951,2,0,14750,2021,2,8,0,0,0,1,1,1,1,5,1,5.5,12.6,A,5,5,3,2,0,0,18,0,8.5,18.6,227.7,0.9,0.9,8.5,11.5,99.99,N,0,N,0,0,6,6,7,N,1,48,1,29,6,3,N,5,8,8,35,1,227.7,1022,24,N,Y23,N, ,1022, ,1004,100,1506,0, ,0, ,0,R,1, ,0,0,0,1,0,0,0,2,0,2,Y,5,25591,2043,0,N,12,F,6,6,2618.55,AM,1202,30.395775,-81.682981,Fair,Fair
270,12,720273,1,5,1,0,0,2,31,35000,I-295 (SR-9A),0,HERLONG RD.,HERLONG RD. / I-295,99.99,3.401,0,72017500,0,30170400,81461900,3,3,1,1,17,1972,2,6,4700,2021,6,7.3,0,0,0,0,0,0,0,5,N,0,0,A,5,1,5,2,0,0,4,0,11.2,27.1,76.8,1,0,11.2,14.1,99.99,H,4.89,H,9.1,5.4,7,7,N,N,3,48.5,3,29.9,7,5,5,5,N,8, , ,0,521,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,2,0, ,Y,N,8154,2043,0,N,12,G,7,7,1082.88,AM,1202,30.284422,-81.771617,Good,Good
271,12,720274,1,3,1,115,0,2,31,35000,SR-10A,0,SR-115 NB,SR-115 NB / SR-10A,99.99,0.481,1,72090445,0,30193891,81381134,2,3,1,1,12,1961,2,6,3100,2021,5,10.3,0,10,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,8.4,17.4,53.3,0,0,8.4,10.4,99.99,H,4.43,H,5.9,1,6,7,N,N,1,48.1,1,29,6,2,3,5,N,8,33,1,53.3,622,24,N,N,N, , , ,235,24,360,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,N,5378,2042,0,N,12,F,6,6,554.32,MM,403,30.327278,-81.636497,Fair,Fair
272,12,720275,1,1,1,10,0,2,31,35000,MCGIRTS CREEK,0,I-10 EB (SR-8),I-10 OVER MCGIRTS CREEK,99.99,17.896,1,72270000,0,30183110,81511504,1,3,1,1,11,1960,3,0,25000,2021,6,17.8,0,17,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,5,0,17,9.1,45.7,0,0,17,17.8,99.99,N,0,N,0,0,7,7,6,N,1,54.4,1,32.7,7,6,N,5,8,8, , ,0,222,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,1989,1,0,0,0,15,1, ,Y,3,43375,2043,0,N,12,G,7,7,813.46,AM,1202,30.308439,-81.856511,Good,Good
273,12,720276,1,3,1,228,0,2,31,35000,SR-115,0,SR-228 EB,SR-228 EB / HAINES ST.,99.99,10.269,1,72090000,0,30195045,81381176,1,3,1,1,12,1967,1,6,22000,2021,5,8.5,0,60,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,4,0,8.5,32,106.4,0,0,8.5,10.1,99.99,H,4.63,H,3.1,2.1,7,7,N,N,1,66.2,1,39.9,7,4,4,5,N,6,38,1,106.4,721,24,N,N,N, , , ,160,0,160,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,1, ,Y,N,38170,2043,0,N,12,G,7,7,1074.64,MM,403,30.330783,-81.636686,Good,Good
274,12,720279,1,2,2,000A1,0,2,31,35000,US-90A (SR-10),0,US-ALT-1(SR228 EB),US-ALT-1 SR-228 EB/SR-10,99.99,13.604,1,72090000,0,30182932,81370900,2,3,1,1,12,1967,3,6,22250,2021,5,15.8,0,35,0,0,0,1,1,5,N,0,0,A,1,1,2,1,0,0,4,0,15.9,20.4,60.7,0.5,0.5,15.9,17.3,99.99,H,4.63,H,0.4,1.4,6,7,N,N,1,40.5,1,24.1,5,5,3,5,N,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,N,38604,2043,0,N,12,F,6,6,1050.11,AM,1202,30.308225,-81.619286,Fair,Fair
275,12,720280,1,3,2,0228A,0,2,31,35000,L. POTTSBURG CRK.&SR-228,0,SR-228A EB,SR-228A/ LITTLE POTTSBURG,99.99,0.932,1,72090447,0,30180599,81364347,1,3,1,1,12,1967,2,4,12000,2021,6,9.1,0,99,0,0,0,0,0,5,1,7.1,12.7,A,1,6,5,2,0,0,8,0,9.1,27.7,171.9,0.5,0.5,9.1,10.7,99.99,H,4.62,H,3.4,3.8,7,7,7,N,1,54.4,1,32.6,7,4,4,5,8,7, , ,0,1021,24,N,Y24,N, ,1021, ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,2,0,1,Y,8,20820,2043,0,N,12,G,7,7,1839.33,MM,403,30.301369,-81.612433,Good,Good
276,12,720281,1,2,2,000A1,0,2,31,35000,LITTLE POTTSBURG CREEK,0,US-ALT-1(SR228 EB),SR-228EB/L. POTTSBURG CRK,99.99,14.684,1,72090000,0,30180615,81363960,2,3,1,1,12,1967,2,0,13250,2021,6,11.3,0,24,0,0,0,1,1,5,1,2.6,10.4,A,1,5,5,2,0,0,3,0,11.3,11.9,36,0.5,0,11.3,12.7,99.99,N,0,N,0,0,7,6,6,N,1,52.3,1,37.6,6,5,N,5,8,8, , ,0,223,24,N,Y24,N, ,223, ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0,1,Y,5,22989,2043,0,N,12,F,7,6,457.2,AM,1202,30.301711,-81.611,Fair,Good
277,12,720282,1,2,2,000A1,0,2,31,35000,UNIVERSITY BLVD. (SR-109,0,US-ALT 1(SR228 EB),SR-228EB/UNIVERSITY BLVD.,99.99,15.738,1,72090000,0,30174897,81360588,2,3,1,1,12,1967,3,5,13250,2021,6,12.3,0,24,0,0,0,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,12.8,18.6,55.5,0.5,0.5,12.8,14.3,99.99,H,4.49,H,2.7,1.6,7,7,N,N,1,37.1,1,32.6,7,2,4,5,N,8,33,1,55.5,123,24,N,N,N, , , ,335,33,502,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,N,22989,2043,0,N,12,G,7,7,793.65,AM,1202,30.296847,-81.601614,Good,Good
278,12,720283,1,3,1,228,0,2,31,35000,RYAR RD.,0,SR-228 EB,SR-228 EB / RYAR RD.,99.99,16.412,1,72090000,0,30173899,81354365,2,3,1,1,12,1967,2,2,11000,2021,6,11.3,0,20,0,0,0,1,1,5,N,0,0,A,1,1,5,2,0,0,3,0,11.3,17.7,39,0,0,11.3,12.6,99.99,H,4.36,H,5.2,0,8,7,N,N,3,52.3,3,45.7,7,5,5,5,N,8, , ,0,123,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,N,19085,2043,0,N,12,G,7,7,491.4,AM,1202,30.294161,-81.595439,Good,Good
279,12,720284,1,3,2,0228A,0,2,31,35000,US-90(SR-10) BEACH BLVD.,0,SR-228A EB,EMERSON LEG / US-90,99.99,0.291,1,72090447,0,30174636,81365186,0,3,1,1,12,1967,3,5,13000,2021,6,16.8,0,0,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,3,0,12.8,32,52.7,0.5,0.5,12.8,14.3,99.99,H,4.67,H,4.3,0,7,7,N,N,3,56.2,3,34.3,7,2,6,5,N,8,33,1,52.7,123,24,N,N,N, , , ,375,38,562,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,2,0, ,Y,N,22555,2043,0,N,12,G,7,7,753.61,MM,403,30.296239,-81.614536,Good,Good
280,12,720285,1,3,2,0228A,0,2,31,35000,HIGHLAND & ART MUSEUM DR,0,SR-228A EB,EMERSON LEG/ART MUSEUM DR,99.99,0.739,1,72090447,0,30175960,81364612,2,3,1,1,12,1967,3,4,13000,2021,6,12.8,0,26,0,0,0,0,0,5,N,0,0,A,1,1,5,2,0,0,3,0,12.8,19.2,44.5,0.5,0.5,12.8,14.3,99.99,H,4.49,H,1.6,0,7,8,N,N,3,62.3,3,40.2,7,2,4,5,N,8,33,1,44.5,822,24,N,N,N, , , ,244,24,370,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,2,0, ,Y,N,22555,2043,0,N,12,G,7,7,636.35,AM,1202,30.310008,-81.623217,Good,Good
281,12,720286,1,1,1,295,0,2,31,35000,US-17 (SR-15) & CSXRR,0,I-295 SB,I-295 SB / US-17 & CSXRR,99.99,0.552,1,72002000,0,30272609,81380954,1,3,1,1,11,1970,3,5,36500,2021,6,12.2,0,4,0,1,0,0,0,5,N,0,0,A,1,4,3,2,0,0,4,0,12.2,39.3,86.6,0,0,12.2,20.3,99.99,H,6.04,R,0.7,0.5,7,7,N,N,3,46.1,3,35.6,7,3,3,5,N,8,38,1,86.6,322,24,N,N,N, , , ,185,0,185,0, ,0, ,1,R,1, ,1,0,2009,1,0,0,0,13,1, ,Y,N,63328,2043,0,N,12,G,7,7,1757.98,MM,303,30.407714,-81.650244,Good,Good
282,12,720287,1,3,1,202,0,2,31,35000,US-ALT-1 (SR-115),0,SR-202 (JTB),SR-202 OVER US-ALT-1,30.18,4.823,1,72292000,0,30150000,81330900,0,3,1,1,12,1972,8,6,113000,2021,6,45.4,3,9,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,4,0,19.8,23.5,68.3,0,0,39.6,41.2,99.99,H,4.92,H,9.1,5.5,7,7,N,N,1,54.7,1,32.7,7,9,5,5,N,8, , ,0,621,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,2004,1,0,0,0,7,1, ,Y,N,196055,2043,0,N,12,G,7,7,2813.96,AM,1202,30.249883,-81.552381,Good,Good
283,12,720288,1,3,1,202,0,2,31,35000,PUNCHEON CREEK,0,SR-202 (JTB),0.6 MI. E. OF US-ALT-1,99.99,5.827,1,72292000,0,30150000,81323200,9,3,1,1,12,1972,8,0,120500,2021,5,38.2,3,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,23.3,7.9,30.8,0,0,39.6,41.1,99.99,N,0,N,0,0,6,6,7,N,1,57.5,1,34.5,6,9,N,5,8,8, , ,0,621,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,2004,1,0,0,0,7,1, ,Y,5,209068,2043,0,N,12,F,6,6,1265.88,AM,1202,30.249917,-81.543078,Fair,Fair
284,12,720289,1,5,1,213,0,2,31,35000,WILLIS BRANCH,0,OLD MIDDLEBURG RD,200 N OF HYDE GROVE AVE,99.99,4.337,0,72580000,0,30170580,81460380,2,3,4,4,17,1960,4,0,10500,2022,0,16.3,2,16,0,N,N,N,N,5,0,0,0,A,5,5,1,19,0,0,2,0,24.7,3.4,6.8,0,0,0,0,99.99,N,0,N,0,0,N,N,5,7,1,78.5,1,47.1,7,N,N,5,7,8, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,1,0, ,Y,8,18218,2042,0,N,12,G,N,7,110.84,AM,1202,30.284858,-81.76785,Good,N/A
