OBJECTID,STATE_CODE,STRUCTURE_,RECORD_TYP,ROUTE_PREF,SERVICE_LE,ROUTE_NUMB,DIRECTION_,HIGHWAY_DI,COUNTY_COD,PLACE_CODE,FEATURES_D,CRITICAL_F,FACILITY_C,LOCATION_0,MIN_VERT_C,KILOPOINT_,BASE_HWY_N,LRS_INV_RO,SUBROUTE_N,LAT_016,LONG_017,DETOUR_KIL,TOLL_020,MAINTENANC,OWNER_022,FUNCTIONAL,YEAR_BUILT,TRAFFIC_LA,TRAFFIC__1,ADT_029,YEAR_ADT_0,DESIGN_LOA,APPR_WIDTH,MEDIAN_COD,DEGREES_SK,STRUCTURE1,RAILINGS_0,TRANSITION,APPR_RAIL_,APPR_RAIL1,HISTORY_03,NAVIGATION,NAV_VERT_C,NAV_HORR_C,OPEN_CLOSE,SERVICE_ON,SERVICE_UN,STRUCTUR_1,STRUCTUR_2,APPR_KIND_,APPR_TYPE_,MAIN_UNIT_,APPR_SPANS,HORR_CLR_M,MAX_SPAN_L,STRUCTUR_3,LEFT_CURB_,RIGHT_CURB,ROADWAY_WI,DECK_WIDTH,VERT_CLR_O,VERT_CLR_U,VERT_CLR_1,LAT_UND_RE,LAT_UND_MT,LEFT_LAT_U,SUPERSTRUC,SUBSTRUCTU,CHANNEL_CO,CULVERT_CO,OPR_RATING,OPERATING_,INV_RATING,INVENTORY_,STRUCTURAL,DECK_GEOME,UNDCLRENCE,POSTING_EV,WATERWAY_E,APPR_ROAD_,WORK_PROPO,WORK_DONE_,IMP_LEN_MT,DATE_OF_IN,INSPECT_FR,FRACTURE_0,UNDWATER_L,SPEC_INSPE,FRACTURE_L,UNDWATER_1,SPEC_LAST_,BRIDGE_IMP,ROADWAY_IM,TOTAL_IMP_,YEAR_OF_IM,OTHER_STAT,OTHER_ST_1,OTHR_STATE,STRAHNET_H,PARALLEL_S,TRAFFIC_DI,TEMP_STRUC,HIGHWAY_SY,FEDERAL_LA,YEAR_RECON,DECK_STRUC,SURFACE_TY,MEMBRANE_T,DECK_PROTE,PERCENT_AD,NATIONAL_N,PIER_PROTE,BRIDGE_LEN,SCOUR_CRIT,FUTURE_ADT,YEAR_OF_FU,MIN_NAV_CL,FED_AGENCY,SUBMITTED_,BRIDGE_CON_SHORT,DECK_COND_CODE,LOWEST_RAT,DECK_AREA,STATUS,DATE,LATDD,LONGDD,BRIDGE_CON,DECK_CON
899,12,740051,1,4,1,121,0,2,89,0,LITTLE DUNN CREEK,0,CR 121,3 MILES NORTH OF CR 115,99.99,49.053,0,74550000,0,30430120,82002540,10,3,2,2,7,1949,2,0,2400,2022,0,6.1,0,0,0,N,N,0,1,5,0,0,0,A,1,5,1,19,0,0,3,0,7.4,3.6,10.6,0,0,0,0,99.99,N,0,N,0,0,N,N,5,5,1,67.1,1,40.3,5,N,N,5,8,7, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,6,0, ,Y,8,4164,2042,0,N,12,F,N,5,64.66,AM,1202,30.716989,-82.007075,Fair,N/A
900,12,740052,1,4,1,121,0,2,89,0,DUNN CREEK,0,CR 121,1.8 MI NORTH OF CR 115,99.99,47.191,0,74550000,0,30422720,82011780,10,3,2,2,7,1949,2,0,2400,2022,0,6.1,0,0,0,N,N,0,1,5,0,0,0,A,1,5,1,19,0,0,3,0,7.3,3,8.8,0,0,0,0,99.99,N,0,N,0,0,N,N,5,5,1,33.8,1,20.3,5,N,N,5,7,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,4,0, ,Y,8,4164,2042,0,N,12,F,N,5,53.68,AM,1202,30.707367,-82.0218,Fair,N/A
901,12,740053,1,4,1,121,0,2,89,0,DEEP CREEK,0,CR 121,3.5 MI NORTH OF CR 119,99.99,17.595,0,74550000,0,30272100,82001400,22,3,2,2,7,1949,2,0,3000,2022,5,7.3,0,0,0,N,N,0,0,5,0,0,0,A,1,5,1,19,0,0,4,0,8.5,3.3,13,0,0,0,0,99.99,N,0,N,0,0,N,N,5,5,1,60.2,1,36.2,5,N,N,5,7,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,8,5205,2042,0,N,12,F,N,5,94.9,AM,1202,30.455725,-82.003964,Fair,N/A
902,12,740054,1,3,1,115,0,2,89,0,THOMAS CREEK,0,SR-115,ON THE DUVAL CO. LINE,99.99,0,1,74070000,0,30310714,81455511,6,3,1,1,16,1948,2,0,11000,2021,5,9.7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,14,0,8.4,4.6,64,0,0,8.4,9.7,99.99,N,0,N,0,0,7,6,6,N,1,32.7,1,19,4,3,N,5,8,8, , ,0,421,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,3,0, ,Y,8,19085,2043,0,N,12,F,7,6,620.8,MM,603,30.519289,-81.766358,Fair,Good
903,12,740056,1,2,1,1,0,2,89,0,KATIE CREEK,0,US-1 (SR-15),1.8 MI. N. OF SR-200,99.99,10.285,1,74030000,0,30351327,81495002,13,3,1,1,2,1954,4,0,11400,2021,2,18.9,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,12.2,2.4,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,49,1,29.4,6,N,N,5,6,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,1989,N,N,N,N,16,0, ,Y,8,19779,2043,0,N,12,F,N,6,143.64,MM,503,30.588656,-81.830133,Fair,N/A
904,12,740057,1,2,1,1,0,2,89,0,LITTLE BOGGY CREEK,0,US-1 (SR-15),5 MI. N. OF CALLAHAN,99.99,16.254,1,74030000,0,30380414,81512494,39,3,1,1,2,1960,4,0,11400,2021,2,18.5,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,13.4,2.4,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,54.9,1,33,6,N,N,5,8,8, , ,0,1122,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,1989,N,N,N,N,16,0, ,Y,8,19779,2043,0,N,12,F,N,6,140.6,MM,303,30.634528,-81.85685,Fair,N/A
905,12,740058,1,3,1,00A1A,0,2,89,0,NANN SWAMP,0,SR-A1A & SR-200,3.8 MI. W. OF I-95,99.99,38.357,1,74040000,0,30365746,81423650,39,3,1,1,2,1936,4,0,17500,2021,2,19.1,0,0,0,N,N,N,N,3,0,0,0,A,1,5,1,19,0,0,2,0,16,3,6.4,0,0,0,0,99.99,N,0,N,0,0,N,N,7,7,1,56.6,1,33.9,7,N,N,5,7,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,2006,N,N,N,N,11,0, ,Y,8,30362,2043,0,N,12,G,N,7,122.24,AM,1202,30.615572,-81.707522,Good,N/A
906,12,740059,1,2,1,1,0,2,89,0,FUNKS CREEK,0,US-1 SB (SR-15),2.2 MI. N. OF DUVAL CO.,99.99,3.476,1,74030000,0,30320154,81482993,2,3,1,1,14,1924,2,0,7600,2021,2,9.6,0,0,0,N,N,N,N,3,0,0,0,A,1,5,1,19,0,0,2,0,11.3,3,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,70.7,1,42.6,6,N,N,5,8,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,1960,N,N,N,N,11,0, ,Y,8,13186,2043,0,N,12,F,N,6,60.48,ST,723,30.533761,-81.808314,Fair,N/A
907,12,740060,1,3,1,115,0,2,89,0,MILLS CREEK,0,SR-115,2.1 MI. N. OF DUVAL CO.,99.99,3.415,0,74070000,0,30324472,81464935,3,3,1,1,16,1949,2,0,9600,2021,2,10.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,14,3,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,3,41.8,3,32.3,6,N,N,5,8,8, , ,0,922,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,1981,N,N,N,N,6,0, ,Y,8,16656,2043,0,N,12,F,N,6,65.52,MM,603,30.544064,-81.779236,Fair,N/A
908,12,740061,1,2,1,1,0,2,89,0,FUNKS CREEK,0,US-1 NB (SR-15),2.2 MI. N. OF DUVAL CO.,99.99,3.476,1,74030000,0,30320166,81482960,2,3,1,1,14,1960,3,0,7600,2021,2,9.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,15,3,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,6,5,3,51.9,3,40.2,5,N,N,5,8,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,N,N,N,N,11,0, ,Y,8,13186,2043,0,N,12,F,N,5,59.22,ST,723,30.533794,-81.808222,Fair,N/A
909,12,740062,1,4,1,108,0,2,89,0,I-95 (SR-9),0,CR-108,CR-108 / I-95,99.99,37.506,0,74520000,0,30412600,81403000,27,3,1,1,7,1968,2,6,3400,2021,4,9.8,0,34,0,0,0,0,1,5,N,0,0,A,1,1,5,2,0,0,4,0,7.3,25.6,78,0.5,0.5,7.3,8.9,99.99,H,4.91,H,3,5.4,7,7,N,N,1,50.6,1,30.4,7,2,4,5,N,8,33,1,78,722,24,N,N,N, , , ,428,43,642,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,5,0, ,Y,N,5899,2043,0,N,12,G,7,7,694.2,AM,1202,30.690686,-81.675225,Good,Good
910,12,740063,1,4,1,119,0,2,89,0,BRANDY BRANCH,0,CR 119,0.1 MI WEST OF US 301,99.99,9.439,0,74590000,0,30232900,81561520,17,3,2,2,7,1950,2,0,1300,2022,5,7,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,8,3.3,9.5,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,63.1,1,37.9,6,N,N,5,7,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,4,0, ,Y,8,2256,2042,0,N,12,F,N,6,66.5,MM,603,30.391439,-81.937239,Fair,N/A
911,12,740064,1,4,1,108,0,2,89,0,BRNCH LITTLE ST MARYS RV,0,CR 108,4.2 MI EAST OF US 1,99.99,20.276,0,74520000,0,30414200,81510600,13,3,2,2,7,1950,2,0,3400,2022,0,10.1,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,2,0,12.4,3.8,7.6,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,81.8,1,49.1,6,N,N,5,7,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,2000,N,N,N,N,4,0, ,Y,8,5899,2042,0,N,12,F,N,6,76.76,AM,1202,30.694814,-81.851886,Fair,N/A
912,12,740065,1,4,1,115,0,2,89,0,DUNN CREEK,0,CR 115,0.5 MI EAST OF CR 121,99.99,0.787,0,74570000,0,30405600,82012100,12,3,2,2,7,1950,2,0,1500,2022,0,6.1,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,7.6,3.6,11,0,0,0,0,99.99,N,0,N,0,0,N,N,7,7,1,48.4,1,29,7,N,N,5,8,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,8,2603,2042,0,N,12,G,N,7,67.1,AM,1202,30.682111,-82.022539,Good,N/A
913,12,740066,1,4,1,115,0,2,89,0,CROSS BRANCH,0,CR 115,2.2 MI EAST OF CR 121,99.99,3.404,0,74570000,0,30405800,81594300,12,3,2,2,7,1950,2,0,1500,2022,0,6.1,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,8.2,2.3,6.8,0,0,0,0,99.99,N,0,N,0,0,N,N,5,5,1,30.8,1,18.5,5,N,N,5,7,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,8,2603,2042,0,N,12,F,N,5,41.48,AM,1202,30.682642,-81.995347,Fair,N/A
914,12,740067,1,4,1,115,0,2,89,0,LITTLE DUNN CREEK,0,CR 115,2.9 MI EAST OF CR 121,99.99,4.608,0,74570000,0,30405900,81585800,12,3,2,2,7,1950,2,0,1500,2022,0,6.1,0,0,0,N,N,1,1,5,0,0,0,A,1,5,1,19,0,0,3,0,7.7,3.2,10.8,0,0,0,0,99.99,N,0,N,0,0,N,N,5,6,1,35.8,1,21.5,5,N,N,5,7,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,5,0, ,Y,8,2603,2042,0,N,12,F,N,6,65.88,AM,1202,30.682897,-81.982689,Fair,N/A
915,12,740068,1,4,1,0115A,0,2,89,0,LITTLE ST MARYS RIVER,0,CR 115A,2.8 MI NORTH OF CR 108,99.99,4.551,0,74580000,0,30435650,81533286,8,3,2,2,8,1958,2,0,1400,2021,5,6,0,0,0,0,1,1,1,5,0,0,0,P,1,5,1,1,0,0,8,0,7.3,6.1,48.8,0,0,7.3,7.8,99.99,N,0,N,0,0,7,6,7,N,3,24,3,18.5,5,4,N,3,8,8, , ,0,1221,24,Y24,Y24,Y12,1221,1221,1222,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,4,0, ,Y,7,2429,2042,0,N,12,F,7,6,380.64,AM,1202,30.732006,-81.892756,Fair,Good
916,12,740070,1,4,1,0105A,0,2,89,22175,EGANS CREEK,0,N 14TH ST(CR 105A),1.7 MI NORTH OF A1A,99.99,2.567,0,74611000,0,30413152,81270980,199,3,2,2,17,1964,2,0,3400,2022,2,6.9,0,0,0,0,0,1,1,5,1,9.1,10.6,A,1,5,5,2,0,0,7,0,7.1,13.7,94.8,0,0,7.1,7.8,99.99,N,0,N,0,0,6,6,7,N,3,52.3,3,32,6,2,N,5,8,6, , ,0,322,24,N,Y24,N, ,322, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,5,0,2,Y,8,5899,2042,0,N,12,F,6,6,739.44,MM,603,30.692125,-81.452686,Fair,Fair
917,12,740071,1,4,1,0121A,0,2,89,0,WILDER CREEK,0,CR 121A,2.3 MI NORTH OF CR 108,99.99,3.681,0,74560000,0,30433803,81485509,5,3,2,2,7,1938,2,0,450,2022,0,6.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,19,0,0,2,0,8.8,3.4,6.9,0,0,0,0,99.99,N,0,N,0,0,N,N,6,5,1,58,1,34.8,5,N,N,5,8,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,4,0, ,Y,8,781,2042,0,N,12,F,N,5,42.09,AM,1202,30.726922,-81.815239,Fair,N/A
918,12,740073,1,4,1,115,0,2,89,0,LITTLE MILLS CREEK,0,CR 115,2.3 MI NW OF US 1,99.99,23.617,0,74570000,0,30352980,81513950,2,3,2,2,8,1938,2,0,2500,2022,0,5.6,0,0,0,N,N,0,0,3,0,0,0,A,1,5,1,19,0,0,2,0,8.4,3.1,6.3,0,0,0,0,99.99,N,0,N,0,0,N,N,5,6,3,63,3,40.5,6,N,N,5,7,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,4,0, ,Y,8,4338,2042,0,N,12,F,N,6,35.28,AM,303,30.591228,-81.86085,Fair,N/A
919,12,740074,1,1,1,95,0,2,89,0,TIDE CREEK,0,I-95 NB (SR-9),2.2 MI. S. OF SR-A1A,99.99,1.25,1,74160000,0,30351766,81384652,1,3,1,1,1,1967,3,0,28250,2021,6,17.4,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,7,0,17,13.7,96,0,0,17,18,99.99,N,0,N,0,0,7,7,7,N,3,49.4,3,38.1,7,6,N,5,8,8, , ,0,1221,24,N,Y24,N, ,1221, ,0,0,0,0, ,0, ,1,R,1, ,1,0,1992,1,0,0,0,18,1, ,Y,8,49014,2043,0,N,12,G,7,7,1728,MM,303,30.585225,-81.646689,Good,Good
920,12,740075,1,1,1,95,0,2,89,0,SR-A1A & SR-200,0,I-95 NB (SR-9),I-95 NB OVER SR-A1A,99.99,4.809,1,74160000,0,30371000,81385900,0,3,1,1,1,1967,3,8,28250,2021,6,17.1,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,2,0,16.9,23.5,46.9,0,0,16.9,17.8,99.99,H,5.03,H,1.6,0.9,7,7,N,N,3,34.9,3,31,7,6,3,5,N,8, , ,0,722,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,1992,1,0,0,0,18,1, ,Y,N,49014,2043,0,N,12,G,7,7,834.82,AM,1202,30.619417,-81.649814,Good,Good
921,12,740076,1,1,1,95,0,2,89,0,CAT CREEK,0,I-95 (SR-9),0.7 MI. S. OF US-17,99.99,14.351,1,74160000,0,30420651,81403399,3,3,1,1,1,1968,6,0,56500,2021,4,34.7,1,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,3,0,20.4,3,9.4,0,0,0,0,99.99,N,0,N,0,0,N,N,7,6,1,71.6,1,42.9,6,N,N,5,8,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,1,N,2, ,1,0,2002,N,N,N,N,18,1, ,Y,8,98028,2043,0,N,12,F,N,6,326.18,MM,303,30.703869,-81.675169,Fair,N/A
922,12,740077,1,1,1,95,0,2,89,0,US-17 (SR-5),0,I-95 NB (SR-9),I-95 NB / US-17,99.99,15.419,1,74160000,0,30424025,81401718,1,3,1,1,1,1968,4,5,28250,2021,6,17.4,0,32,0,1,1,1,1,5,N,0,0,A,1,4,5,2,0,0,7,0,19.5,19.2,120.1,0,0,19.5,20.3,99.99,H,6.64,H,3.7,1.8,7,7,N,N,1,59.8,1,36.2,7,5,6,5,N,8, , ,0,122,24,N,N,N, , , ,0,0,0,0, ,0, ,1,R,1, ,1,0,1992,1,0,0,0,18,1, ,Y,N,49014,2043,0,N,12,G,7,7,2438.03,MM,303,30.711178,-81.671411,Good,Good
923,12,740078,1,2,1,1,0,2,89,0,BRADDOCK CREEK,0,US-1 NB (SR-15),3 MI. N. OF DUVAL CO.,99.99,4.857,1,74030000,0,30323989,81485695,2,3,1,1,14,1948,3,0,7600,2021,2,9.6,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,15.8,3,13.1,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,1,55.3,1,33.5,6,N,N,5,8,8, , ,0,1121,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,2001,N,N,N,N,11,0, ,Y,8,13186,2043,0,N,12,F,N,6,125.76,ST,723,30.544414,-81.815819,Fair,N/A
924,12,740079,1,2,1,1,0,2,89,0,CAR SEAT CREEK,0,US-1 NB (SR-15),1.9 MI. N. OF SR-200,99.99,10.44,1,74030000,0,30351815,81494813,2,3,1,1,2,1960,2,0,5700,2021,2,9.4,0,0,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,4,0,11.6,3,13.1,0,0,0,0,99.99,N,0,N,0,0,N,N,6,6,3,55.2,3,42.5,6,N,N,5,7,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,N,N,N,N,16,0, ,Y,8,9890,2043,0,N,12,F,N,6,123.14,MM,503,30.588508,-81.829997,Fair,N/A
925,12,740083,1,3,8,00A1A,0,2,89,0,AMELIA ISLAND SERV. RD.,0,SR-A1A & SR-105,3 MI. N. OF DUVAL CO.LINE,4.97,4.857,0,74130000,0,30331256,81265473,0,3,26,26,16,1975,2,2,5600,2020,4,7.3,2,0,0,N,N,N,N,5,N,0,0,A,5,1,5,2,0,0,4,0,13,22.9,91.7,0,0,7.3,12.7,99.99,H,4.96,H,5.3,0,N,N,N,N,3,38.2,3,29.2,7,2,6,5,N,8, , ,0,621,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,1,0,0,0,4,0, ,Y,N,9716,2042,0,N,12,G,7,7,1164.59,ST,723,30.553489,-81.448536,Good,Good
926,12,740087,1,3,1,00A1A,0,2,89,0,AMELIA RIVER,0,SR-A1A / 200 WB,SR-A1A/200 WB / AMELIA R.,99.99,11.298,0,74060000,0,30374101,81290210,2,3,1,1,16,1978,2,0,22750,2021,5,9.3,0,99,0,1,1,1,1,5,1,19.7,25.2,A,1,5,4,2,5,2,3,42,12,62.5,961.9,0,0,12,13,99.99,N,0,N,0,0,6,7,7,N,1,55.5,1,34.2,6,7,N,5,8,8,38,1,0,621,24,N,Y23,N, ,223, ,0,0,250,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,6,0,3,Y,5,39471,2043,0,N,12,F,7,6,12504.7,MM,503,30.628122,-81.483247,Fair,Good
927,12,740088,1,3,1,00A1A,0,2,89,0,AMELIA RIVER,0,SR-A1A / 200 EB,SR-A1A/200 EB / AMELIA R.,99.99,11.298,0,74060000,0,30374036,81290174,2,3,1,1,16,1978,2,0,22750,2021,5,9.4,0,99,0,1,1,1,1,5,1,19.7,25.2,A,1,5,4,2,5,2,3,42,12,62.5,961.9,0,0,12,13,99.99,N,0,N,0,0,6,7,7,N,1,55.5,1,34.2,6,7,N,5,8,8, , ,0,621,24,N,Y23,N, ,621, ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,6,0,2,Y,5,39471,2043,0,N,12,F,6,6,12504.7,MM,503,30.628239,-81.4833,Fair,Fair
928,12,740095,1,4,1,115,0,2,89,0,MILLS CREEK,0,CR 115,2.7MI S OF HENRY SMITH RD,99.99,17.832,0,74570000,0,30375760,81535050,2,3,2,2,8,1931,2,0,2500,2022,4,6.2,0,0,0,1,0,0,0,5,0,0,0,A,1,5,5,1,0,0,5,0,9.8,7.9,39.6,0,0,9.8,10.7,99.99,N,0,N,0,0,7,6,6,N,3,28.1,3,21.9,5,4,N,5,8,8, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,1976,2,6,0,0,5,0, ,Y,U,4338,2042,0,N,12,F,7,6,423.72,MM,603,30.632639,-81.897325,Fair,Good
929,12,740097,1,4,1,0,0,2,89,0,LAKE HAMPTON,0,LAKE HAMPTON ROAD,0.5 MILE EAST OF US 1,99.99,0.856,0,74560500,0,30464000,81581400,11,3,2,2,7,1973,2,0,650,2022,0,6.5,0,0,0,N,N,1,1,5,0,0,0,A,1,5,3,19,0,0,4,0,8.4,2.1,10.5,0,0,0,0,99.99,N,0,N,0,0,N,N,5,5,3,99.9,3,99.9,5,N,N,5,8,6, , ,0,622,24,N,Y24,N, ,622, ,0,0,0,0, ,0, ,0,N,2, ,0,0,0,N,N,N,N,4,0, ,Y,8,1128,2042,0,N,12,F,N,5,68.25,MM,603,30.777736,-81.970567,Fair,N/A
930,12,740102,1,2,1,301,0,2,89,9700,CSXRR,0,US-301 (SR-200),US-301/CSXRR IN CALLAHAN,99.99,0.521,1,74040001,0,30332833,81500925,16,3,1,1,2,2000,4,0,6700,2021,6,20.7,0,12,0,1,0,1,1,5,N,0,0,A,5,2,5,2,0,0,3,0,24.3,19.2,51.8,1.8,1.8,20.7,25.3,99.99,R,7.1,R,7.2,0,8,7,N,N,3,48.7,3,37.6,7,9,9,5,N,8, , ,0,622,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,33,0, ,Y,N,11624,2043,0,N,12,G,7,7,1310.54,AM,1202,30.557936,-81.835561,Good,Good
931,12,740103,1,2,1,1,0,2,89,9700,ALLIGATOR CREEK,0,US-1 (SR-15),CALLAHAN N. CITY LIMITS,99.99,7.852,1,74030000,0,30335908,81500016,14,3,1,1,14,1992,4,0,19500,2021,5,18.4,0,0,0,1,N,N,N,5,0,0,0,A,5,5,1,1,0,0,7,0,23.8,7.6,50.6,2.1,2.1,19.5,24.7,99.99,N,0,N,0,0,7,7,7,N,1,70.8,1,42.6,7,7,N,5,8,8, , ,0,421,24,N,N,N, , , ,0,0,0,0, ,0, ,0,N,2, ,1,0,0,1,0,0,0,18,0, ,Y,5,33832,2043,0,N,12,G,7,7,1249.82,AM,1202,30.5663,-81.833228,Good,Good
932,12,740106,1,2,1,1,0,2,89,0,CUSHING CREEK,0,US-1 SB (SR-15),2.8 MI. N. OF DUVAL CO.,99.99,4.429,1,74030000,0,30322805,81484921,2,3,1,1,2,1998,2,0,7600,2021,5,9.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,12,7.4,29.3,0,0,12,13,99.99,N,0,N,0,0,7,7,7,N,1,81.6,1,48.9,7,7,N,5,8,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,11,0, ,Y,5,13186,2043,0,N,12,G,7,7,380.9,AM,1202,30.544142,-81.815814,Good,Good
933,12,740107,1,2,1,1,0,2,89,0,CUSHING CREEK,0,US-1 NB (SR-15),2.8 MI. N. OF DUVAL CO.,99.99,4.429,1,74030000,0,30322829,81484863,2,3,1,1,14,1998,2,0,7600,2021,5,9.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,12,7.4,29.3,0,0,12,13,99.99,N,0,N,0,0,7,7,7,N,1,81.6,1,48.9,7,7,N,5,8,8, , ,0,321,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,11,0, ,Y,5,13186,2043,0,N,12,G,7,7,380.9,MM,603,30.543825,-81.815383,Good,Good
934,12,740108,1,2,1,1,0,2,89,0,LITTLE MILLS CREEK,0,US-1 SB (SR-15),0.8 MILE N. OF US-301,99.99,9.199,1,74030000,0,30343971,81500108,2,3,1,1,14,1998,2,0,5700,2021,5,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,12,7.4,29.3,0,0,12,12.9,99.99,N,0,N,0,0,7,7,7,N,1,81.6,1,48.9,7,7,N,5,8,8, , ,0,421,24,N,N,N, , , ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,16,0, ,Y,5,9890,2043,0,N,12,G,7,7,377.97,AM,1202,30.577386,-81.833539,Good,Good
935,12,740109,1,2,1,1,0,2,89,0,LITTLE MILLS CREEK,0,US-1 NB (SR-15),0.8 MILE N. OF US-301,99.99,9.199,1,74030000,0,30343963,81500046,2,3,1,1,14,1998,2,0,5700,2021,5,9.8,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,4,0,12,7.4,29.3,0,0,12,12.9,99.99,N,0,N,0,0,7,7,7,N,1,81.6,1,48.9,7,7,N,5,8,8, , ,0,421,24,N,N,N, , , ,0,0,0,0, ,0, ,0,R,1, ,1,0,0,1,0,0,0,16,0, ,Y,5,9890,2043,0,N,12,G,7,7,377.97,AM,1202,30.577417,-81.833711,Good,Good
936,12,740110,1,2,1,1,0,2,89,0,BRANCH OF MILLS CREEK,0,US-1 SB (SR-15),5.5 MI. N. OF CALLAHAN,99.99,17.02,1,74030000,0,30382100,81514700,1,3,1,1,2,1997,2,0,5700,2021,5,10.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,2,1,0,0,6,0,12,6.1,36.6,0,0,12,13,99.99,N,0,N,0,0,7,6,6,N,1,78.3,1,47,6,7,N,5,8,8, , ,0,721,24,N,Y24,N, ,721, ,0,0,0,0, ,0, ,0,L,1, ,1,0,0,1,0,0,0,16,0, ,Y,5,9890,2043,0,N,12,F,7,6,475.8,AM,1202,30.638758,-81.862572,Fair,Good
